year,state,county,division_yield,division_noaa,data_item,value,cv,temp_gs,pcpn_gs,county_padded,fips_full,GDD_GS,KDD_GS,TMAX_AVG_GS,PREC_GS,CHD_GS,GDD_SGF,KDD_SGF,TMAX_AVG_SGF,PREC_SGF,CHD_SGF
2019,17,127,09,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",155.6,,28.259259259259263,724.4079999999999,127,17127,2299.54,299.34000000000003,28.450382513661204,724.5300000000001,65.0,735.9800000000001,122.60000000000002,31.48195652173913,182.23999999999998,26.0
2020,17,127,09,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",163.3,4.2,26.87962962962963,659.13,127,17127,2094.44,214.0,27.00704918032787,643.0600000000001,41.0,739.8599999999999,125.07000000000002,31.443260869565215,217.10999999999999,20.0
2021,17,127,nan,9,,,,27.175925925925924,638.8100000000001,127,17127,2143.4500000000003,201.57,27.242786885245902,638.46,47.0,702.2099999999999,84.74000000000001,30.52652173913043,213.79,18.0
2022,17,127,09,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170.8,3.3,28.14814814814815,542.036,127,17127,2242.4799999999996,331.96000000000004,28.263278688524583,539.7500000000001,65.0,763.3700000000001,159.71999999999997,32.257173913043474,154.34,24.0
2023,17,127,09,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",174.9,3.2,27.842592592592595,697.2299999999999,127,17127,2152.2599999999993,217.44,27.930437158469946,511.5,49.0,711.3999999999999,92.93,30.73478260869565,229.89,17.0
1926,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",40.0,,25.23148148148148,789.6859999999999,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1927,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",34.0,,24.574074074074073,758.9519999999999,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1928,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.0,,24.87962962962963,542.036,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1929,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",41.0,,24.962962962962962,608.3299999999999,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1930,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",26.0,,27.694444444444446,321.31,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1931,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",36.0,,27.06481481481481,561.848,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1932,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",47.0,,26.60185185185185,519.684,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1933,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",25.0,,27.56481481481481,510.032,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1934,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",24.0,,28.425925925925924,482.346,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1935,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.0,,24.777777777777782,665.226,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1936,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",17.0,,28.87037037037037,376.42799999999994,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1937,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",50.0,,26.194444444444446,532.6379999999999,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1938,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",41.0,,26.68518518518519,558.5459999999999,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1939,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",53.0,,26.787037037037038,554.7359999999999,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1940,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",47.0,,26.175925925925924,364.49,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1941,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",54.0,,27.59259259259259,594.3599999999999,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1942,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",56.0,,25.916666666666668,657.606,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1943,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",48.0,,25.84259259259259,583.184,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1944,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.0,,26.694444444444446,569.2139999999999,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1945,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",45.0,,24.583333333333332,732.536,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1946,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",62.0,,25.564814814814813,556.006,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1947,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",37.0,,25.98148148148148,646.9379999999999,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1948,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",64.0,,26.527777777777782,480.06000000000006,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1949,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",60.0,,26.194444444444443,462.78799999999995,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1950,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",57.0,,24.194444444444443,454.40599999999995,129,17129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1951,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",55.0,,24.51851851851852,551.688,129,17129,1663.46,85.66000000000001,24.56322404371584,551.54,22.0,627.46,54.129999999999995,29.474347826086955,83.05000000000001,16.0
1952,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",55.0,,26.87037037037037,459.232,129,17129,1908.3,262.01,26.893005464480876,459.06000000000006,56.0,667.6499999999999,96.12,30.74869565217391,108.04999999999998,20.0
1953,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",59.0,,26.990740740740744,379.73,129,17129,1936.8800000000006,334.74999999999994,27.028797814207646,379.66,60.0,682.73,132.0,31.464999999999996,127.02999999999999,22.0
1954,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",55.0,,27.833333333333332,533.9079999999999,129,17129,2044.4299999999996,383.49999999999994,27.84896174863387,533.5899999999999,59.0,701.47,175.97999999999993,32.29913043478261,152.35,24.0
1955,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",62.0,,27.796296296296294,471.932,129,17129,2043.3300000000004,293.47,27.821202185792348,471.8300000000001,59.0,749.4300000000001,170.23000000000002,32.697826086956525,76.66999999999999,30.0
1956,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",71.0,,26.666666666666668,563.372,129,17129,1861.8899999999994,195.47,26.689781420765026,563.26,46.0,648.5699999999999,72.75000000000001,30.1195652173913,284.2,16.0
1957,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",62.0,,25.87037037037037,719.074,129,17129,1890.06,185.92000000000002,25.917868852459023,718.7300000000002,42.0,715.1,135.44,31.67369565217392,118.42999999999999,30.0
1958,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",73.0,,25.36111111111111,630.936,129,17129,1702.9600000000003,85.49999999999999,25.390601092896173,631.04,23.0,628.05,50.949999999999996,29.069782608695647,272.34,14.0
1959,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",67.0,,27.083333333333332,472.94799999999987,129,17129,2016.97,242.21999999999997,27.109562841530057,472.81999999999994,58.0,659.1999999999999,90.61999999999998,30.592173913043478,177.83999999999997,20.0
1960,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",64.0,,25.75,672.338,129,17129,1833.95,136.18999999999997,25.764153005464475,672.4300000000001,30.0,612.09,53.269999999999996,29.46260869565217,171.78,13.0
1961,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",80.0,,25.0,782.574,129,17129,1670.8700000000006,133.91,25.026120218579234,782.3600000000001,37.0,634.7499999999999,46.690000000000005,29.68521739130435,254.26,13.0
1962,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",87.0,,26.666666666666668,455.676,129,17129,1902.17,174.70999999999998,26.70688524590164,455.55999999999995,42.0,597.4599999999998,46.89999999999999,29.074347826086953,108.19999999999999,7.0
1963,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",99.0,,26.527777777777782,452.88199999999995,129,17129,1811.0099999999998,180.25,26.525464480874316,452.98,45.0,639.64,77.08000000000001,29.90804347826087,203.06000000000003,20.0
1964,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",88.0,,27.212962962962962,532.1299999999999,129,17129,1958.5300000000004,259.65999999999997,27.243606557377042,532.4399999999998,63.0,666.9599999999999,135.32,31.28565217391305,51.69,28.0
1965,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",97.0,,26.027777777777775,682.244,129,17129,1846.8799999999999,103.42999999999998,26.06639344262295,682.29,26.0,606.85,62.05999999999999,29.54195652173913,96.03000000000002,16.0
1966,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",92.0,,25.018518518518515,555.2439999999999,129,17129,1641.2400000000005,206.87,25.050218579234972,555.2000000000002,38.0,666.5,152.77,31.74108695652174,100.04999999999998,23.0
1967,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.0,,24.40740740740741,586.486,129,17129,1551.32,64.77999999999999,24.428579234972673,586.5,18.0,548.48,32.349999999999994,28.14434782608696,160.78999999999996,10.0
1968,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100.0,,25.51851851851852,517.6519999999999,129,17129,1724.75,150.66000000000003,25.547704918032778,517.6399999999999,42.0,624.92,60.710000000000015,29.485652173913042,128.47000000000003,16.0
1969,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",121.0,,25.75,593.598,129,17129,1758.9299999999998,110.97999999999999,25.771639344262287,593.6500000000001,33.0,655.64,59.37999999999998,29.901304347826084,194.74,17.0
1970,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",82.0,,25.90740740740741,848.8679999999999,129,17129,1864.29,138.27999999999997,25.94573770491803,848.81,28.0,630.07,84.69,29.70434782608696,133.69,15.0
1971,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.0,,26.194444444444446,411.22599999999994,129,17129,1788.5199999999995,184.75000000000003,26.200491803278688,411.04,37.0,558.88,40.510000000000005,28.340652173913046,140.35,8.0
1972,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",122.0,,25.51851851851852,551.6879999999999,129,17129,1778.07,149.65999999999997,25.54699453551912,551.8100000000001,42.0,594.0400000000001,60.86,28.730869565217393,157.30999999999997,14.0
1973,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",122.0,,24.916666666666668,679.4499999999999,129,17129,1760.79,100.05000000000001,24.932240437158473,679.4799999999999,28.0,629.7700000000001,43.61000000000002,29.24934782608696,173.29,11.0
1974,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",101.0,,24.666666666666668,611.3779999999999,129,17129,1631.5599999999997,125.21000000000001,24.709289617486334,611.12,24.0,650.8599999999999,106.12000000000002,30.448913043478267,125.48,19.0
1975,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",134.0,,25.14814814814814,550.672,129,17129,1770.9599999999998,151.17000000000002,25.2044262295082,550.5300000000001,38.0,613.9300000000001,63.45,29.415652173913045,114.45000000000002,18.0
1976,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",125.0,,25.90740740740741,348.996,129,17129,1687.7200000000003,146.89,25.924754098360655,348.9699999999999,35.0,613.8800000000001,90.05999999999997,30.008043478260873,147.0,18.0
1977,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.0,,27.06481481481482,628.9039999999999,129,17129,2008.27,181.19999999999996,27.108087431693992,628.8299999999999,41.0,676.7,110.77000000000001,30.821739130434782,183.6,16.0
1978,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",112.0,,25.953703703703706,546.1,129,17129,1824.9799999999998,179.23,25.95754098360656,546.15,44.0,624.24,67.16,29.37804347826087,123.58,20.0
1979,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128.0,,25.666666666666668,406.1459999999999,129,17129,1746.0100000000004,146.61000000000004,25.69754098360656,406.2,37.0,620.1800000000001,68.46000000000001,29.42782608695652,151.08,15.0
1980,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",92.0,,26.648148148148152,544.068,129,17129,1927.4900000000007,267.08,26.6975956284153,544.1599999999999,42.0,747.9200000000001,181.75,32.69565217391305,123.95,24.0
1981,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",137.0,,25.453703703703706,892.8100000000001,129,17129,1781.7799999999997,75.77000000000001,25.456994535519122,892.57,18.0,634.05,44.30999999999999,28.956521739130434,357.98,11.0
1982,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135.0,,24.73148148148148,540.512,129,17129,1716.77,80.66,24.781584699453557,540.6,20.0,636.6200000000001,61.26999999999998,29.33934782608696,153.47000000000003,15.0
1983,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95.0,,26.305555555555557,479.552,129,17129,1899.1800000000003,400.85,26.351038251366106,479.58000000000015,71.0,734.1800000000001,201.94999999999996,33.13739130434782,35.09,35.0
1984,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",131.0,,25.194444444444443,606.044,129,17129,1733.8699999999997,181.40999999999997,25.2148087431694,605.59,48.0,633.28,86.93,30.16239130434782,95.03999999999999,22.0
1985,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.0,,25.72222222222223,450.8499999999999,129,17129,1801.8400000000001,98.42,25.74464480874316,450.95000000000005,23.0,604.73,42.81999999999999,29.23434782608696,183.02,8.0
1986,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159.0,,26.90740740740741,677.4179999999999,129,17129,1948.4500000000003,156.20000000000005,26.91950819672132,677.53,33.0,652.16,77.63000000000001,29.944565217391304,198.53,15.0
1987,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133.0,,27.89814814814815,350.774,129,17129,2054.52,308.69,27.9348087431694,350.83,51.0,721.66,151.33,31.94130434782609,109.85,22.0
1988,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",67.0,,28.212962962962965,218.94799999999998,129,17129,1980.5100000000004,359.3300000000001,28.24349726775956,218.93000000000006,68.0,748.14,203.24999999999997,33.36369565217392,38.22,34.0
1989,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",130.0,,24.814814814814813,581.1519999999999,129,17129,1675.7000000000003,123.85999999999999,24.841256830601086,581.14,26.0,629.75,78.83,29.982608695652175,101.91999999999999,18.0
1990,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",141.0,,24.87962962962963,716.026,129,17129,1742.6399999999996,140.07,24.893934426229503,716.3799999999999,31.0,587.83,46.92999999999999,28.48021739130435,150.98,11.0
1991,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",155.0,,27.129629629629633,615.188,129,17129,2011.7099999999998,216.87000000000006,27.159016393442624,615.13,52.0,635.6899999999999,84.08,30.080652173913045,172.69,17.0
1992,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",163.0,,24.814814814814813,488.69599999999997,129,17129,1585.76,58.649999999999984,24.8420218579235,488.68000000000006,19.0,571.08,29.669999999999995,27.96652173913043,218.99,7.0
1993,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",149.0,,24.64814814814815,970.788,129,17129,1724.1499999999996,110.82,24.69196721311475,970.7199999999997,21.0,634.1700000000001,40.39,28.83478260869565,328.17,7.0
1994,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",169.0,,25.76851851851852,577.596,129,17129,1728.3799999999999,153.43,25.79912568306011,577.9399999999999,39.0,590.26,52.02,29.086739130434783,112.48,13.0
1995,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115.0,,25.675925925925927,622.3,129,17129,1792.2700000000002,224.73999999999995,25.71890710382514,622.35,45.0,702.45,121.53999999999999,31.208478260869562,143.5,20.0
1996,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146.0,,24.93518518518519,515.874,129,17129,1655.6099999999994,128.69000000000003,24.97273224043716,515.7800000000001,35.0,584.95,49.39000000000001,29.051521739130436,70.91999999999999,13.0
1997,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135.0,,24.62962962962963,396.74800000000005,129,17129,1620.1000000000006,145.82,24.659071038251366,397.1,35.0,616.63,85.41999999999999,29.699130434782607,83.66999999999999,17.0
1998,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",145.0,,26.175925925925927,712.7239999999998,129,17129,1964.04,143.28000000000003,26.207486338797814,712.5500000000002,40.0,642.6300000000001,39.730000000000004,29.25586956521739,159.74,8.0
1999,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",163.0,,25.944444444444443,596.9,129,17129,1783.4199999999996,169.42999999999995,25.976338797814204,597.0300000000001,32.0,661.31,104.82000000000002,30.60173913043478,175.82,17.0
2000,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.0,,25.86111111111111,569.2139999999999,129,17129,1793.8300000000004,126.59,25.881912568306017,568.9999999999998,31.0,609.6199999999999,35.46000000000001,28.87,151.92,9.0
2001,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",149.0,,26.64814814814815,497.078,129,17129,1884.4499999999998,185.51999999999998,26.68234972677595,497.19,40.0,677.71,111.94000000000003,31.002391304347835,82.08,22.0
2002,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",154.0,,26.23148148148148,733.0439999999999,129,17129,1897.31,221.77000000000004,26.249180327868853,733.0800000000002,54.0,692.61,118.57000000000002,31.093695652173913,132.42,25.0
2003,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194.0,,25.36111111111111,578.358,129,17129,1701.3600000000004,124.08000000000001,25.4055737704918,578.3499999999999,26.0,619.1300000000001,48.99,29.311956521739127,147.13999999999996,11.0
2004,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.0,,25.601851851851848,494.0299999999999,129,17129,1718.5299999999993,63.62,25.594371584699452,494.1600000000001,17.0,530.56,27.809999999999995,27.44369565217391,81.4,5.0
2005,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132.0,,27.56481481481481,314.198,129,17129,1993.7599999999998,295.14,27.58049180327869,313.92999999999995,61.0,687.99,133.35,31.458913043478255,74.9,28.0
2006,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.0,,26.259259259259256,465.582,129,17129,1870.3700000000001,169.60000000000005,26.287540983606565,465.56,33.0,691.8599999999999,107.28999999999999,30.893043478260864,155.37,19.0
2007,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",199.0,,27.009259259259256,372.618,129,17129,2010.9399999999998,230.57,27.05540983606557,372.32,51.0,649.4599999999998,90.22999999999999,30.322826086956514,69.05,21.0
2008,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",198.0,,24.851851851851848,865.3779999999999,129,17129,1696.6299999999999,72.69999999999999,24.868306010928954,865.4,18.0,603.5,40.42999999999999,28.793260869565213,233.31999999999996,9.0
2009,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190.0,,24.444444444444443,737.87,129,17129,1647.4799999999998,60.16,24.47054644808743,737.8800000000001,9.0,534.7299999999999,9.709999999999997,27.01413043478261,135.1,2.0
2010,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",145.6,,27.138888888888886,831.088,129,17129,2055.2899999999995,195.47000000000003,27.174207650273228,831.2499999999999,40.0,723.72,118.19000000000001,31.429347826086957,158.14999999999998,25.0
2011,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",169.4,,26.120370370370367,526.7959999999999,129,17129,1852.5600000000002,257.09999999999997,26.1668306010929,526.76,52.0,731.0600000000001,143.25,31.99630434782609,45.62,31.0
2012,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",97.4,,27.87037037037037,362.712,129,17129,1966.7,357.0799999999999,27.916939890710378,362.28000000000003,64.0,732.9099999999999,225.84999999999997,33.67847826086956,46.6,34.0
2013,17,129,nan,4,,,,25.2037037037037,615.442,129,17129,1741.9599999999998,134.32999999999998,25.234754098360657,615.17,31.0,561.34,37.89999999999999,27.95021739130435,69.69,10.0
2014,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",222.7,,25.324074074074076,698.246,129,17129,1755.5899999999997,104.25,25.32967213114754,697.9100000000002,21.0,523.09,12.889999999999997,27.15456521739131,130.65,1.0
2015,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",188.2,,26.287037037037038,711.1999999999999,129,17129,1913.0000000000005,130.64,26.30136612021858,711.1799999999997,26.0,626.58,53.68000000000001,29.153260869565223,126.22,14.0
2016,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",209.3,,26.490740740740744,620.0139999999999,129,17129,2008.5100000000004,186.17000000000004,26.494535519125687,620.1800000000001,37.0,667.8,65.63999999999999,29.600434782608698,246.66000000000003,11.0
2017,17,129,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",220.7,,26.712962962962962,481.076,129,17129,1891.0600000000006,187.83999999999997,26.726939890710387,480.94000000000005,42.0,628.45,78.68,29.94086956521739,144.11,11.0
